@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,negative
M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,negative
I,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,negative
I,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,negative
I,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,negative
I,0.075,0.055,0.01,0.002,0.001,5.0E-4,0.0015,negative
I,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,negative
I,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,negative
I,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,negative
I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,negative
I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,negative
I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,negative
I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,negative
I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,negative
I,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,negative
I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,negative
F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,negative
M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,negative
F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,negative
F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,negative
F,0.54,0.475,0.155,0.928,0.394,0.194,0.26,negative
F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,negative
M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,negative
M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,negative
F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,negative
M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,negative
M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,negative
F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,negative
F,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,negative
M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,negative
M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,negative
M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,negative
M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,negative
F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,negative
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,negative
M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,negative
F,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,negative
I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,negative
M,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,negative
M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,negative
F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,negative
M,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,negative
F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,negative
F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,negative
M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,negative
F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,negative
M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,negative
M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,negative
I,0.295,0.215,0.085,0.128,0.049,0.034,0.04,negative
I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,negative
I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,negative
M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,negative
M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,negative
F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,negative
F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,negative
M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,negative
F,0.47,0.36,0.13,0.472,0.182,0.114,0.15,negative
I,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,negative
I,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,negative
M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,negative
M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,negative
F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,negative
F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,negative
M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,negative
I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,negative
F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,negative
M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,negative
I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,negative
I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,negative
I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,negative
M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,negative
I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,negative
M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,negative
I,0.355,0.275,0.09,0.251,0.097,0.053,0.08,negative
M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,negative
I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,negative
M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,negative
F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,negative
I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,negative
I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,negative
F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,negative
M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,negative
M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,negative
F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,negative
M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,negative
F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,negative
M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,negative
F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,negative
M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,negative
I,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,negative
F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,negative
F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,negative
M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,negative
M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,negative
M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,negative
M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,negative
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,negative
M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,negative
M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,negative
F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,negative
F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,negative
M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,negative
F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,negative
M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,negative
F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,negative
F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,negative
F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,negative
M,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,negative
F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,negative
M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,negative
F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,negative
M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,negative
F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,negative
M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,negative
M,0.485,0.4,0.135,0.663,0.313,0.137,0.2,negative
M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,negative
M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,negative
F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,negative
M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,negative
M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,negative
M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,negative
I,0.465,0.375,0.12,0.471,0.222,0.119,0.14,negative
M,0.475,0.375,0.125,0.593,0.277,0.115,0.18,negative
F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,negative
I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,negative
I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,negative
I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,negative
F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,negative
M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,negative
M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,negative
M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,negative
F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,negative
F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,negative
F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,negative
I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,negative
F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,negative
M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,negative
M,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,negative
M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,negative
F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,negative
M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,negative
F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,negative
F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,negative
F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,negative
M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,negative
F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,negative
I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,negative
F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,negative
I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,negative
I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,negative
F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,negative
F,0.56,0.455,0.125,0.943,0.344,0.129,0.375,negative
F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,negative
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,negative
M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,negative
M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,negative
I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,negative
M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,negative
I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,negative
M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,negative
M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,negative
I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,negative
I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,negative
I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,negative
F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,negative
M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,negative
F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,negative
M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,negative
F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,negative
F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,negative
F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,negative
F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,negative
M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,negative
I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,negative
I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,negative
F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,negative
F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,negative
I,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,negative
I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,negative
I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,negative
I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,negative
M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,negative
F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,negative
M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,negative
F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,negative
F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,negative
I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,negative
F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,negative
F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,negative
M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,negative
F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,negative
M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,negative
M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,negative
F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,negative
M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,negative
M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,negative
M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,negative
F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,negative
F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,negative
F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,negative
M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,negative
M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,negative
F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,negative
M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,negative
F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,negative
