@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
F,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,negative
F,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,negative
F,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,negative
M,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,negative
M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,positive
F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,negative
M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,positive
M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,negative
M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,negative
M,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,positive
M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,negative
M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,negative
F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,negative
I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,negative
M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,negative
M,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,negative
M,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,negative
M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,negative
I,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,negative
M,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,negative
F,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,negative
M,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,negative
F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,negative
F,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,positive
F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,negative
F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,positive
F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,positive
I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,negative
M,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,positive
F,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,negative
M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,positive
F,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,negative
F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,negative
M,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,negative
F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,negative
F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,negative
F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,negative
M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,negative
M,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,positive
F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,negative
I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,positive
F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,negative
F,0.575,0.45,0.12,0.9585,0.447,0.169,0.275,negative
