@relation abalone9-18
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,negative
F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,negative
M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,negative
F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,negative
F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,negative
I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,negative
M,0.555,0.455,0.135,0.837,0.382,0.171,0.235,negative
F,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,negative
M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,negative
M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,negative
M,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,negative
I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,negative
F,0.56,0.425,0.125,0.932,0.361,0.213,0.335,negative
F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,positive
F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,negative
M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,positive
F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,negative
F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,negative
F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,positive
F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,positive
M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,positive
F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,positive
M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,positive
M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,positive
F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,positive
F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,positive
F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,negative
M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,negative
M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,negative
M,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,negative
M,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,negative
F,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,negative
F,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,negative
F,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,negative
F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,positive
M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,positive
M,0.635,0.51,0.155,1.156,0.428,0.289,0.315,positive
M,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,positive
F,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,positive
F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,positive
M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,positive
M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,positive
M,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,negative
F,0.585,0.46,0.165,1.058,0.486,0.25,0.294,negative
F,0.625,0.5,0.175,1.273,0.564,0.302,0.374,negative
I,0.515,0.405,0.13,0.573,0.213,0.134,0.195,negative
I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,negative
F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,negative
M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,negative
F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,negative
F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,positive
M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,negative
M,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,negative
F,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,negative
