@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,negative
I,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,negative
I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,negative
I,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,negative
I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,negative
M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,negative
F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,negative
F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,negative
M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,negative
M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,negative
M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,positive
M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,negative
F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,negative
F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,negative
F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,negative
M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,negative
I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,negative
M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,negative
F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,negative
M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,negative
M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,negative
M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,negative
F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,negative
M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,negative
M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,negative
M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,negative
M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,negative
M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,negative
F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,negative
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,negative
M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,negative
F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,negative
F,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,negative
I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,negative
F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,negative
M,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,negative
F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,negative
M,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,negative
F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,negative
M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,negative
F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,negative
M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,negative
F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,negative
M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,negative
M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,negative
I,0.295,0.215,0.085,0.128,0.049,0.034,0.04,negative
I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,negative
I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,negative
M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,negative
M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,negative
F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,negative
F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,negative
M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,negative
M,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,negative
I,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,negative
M,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,negative
M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,negative
M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,negative
F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,negative
M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,negative
M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,positive
M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,negative
I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,negative
M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,negative
F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,negative
I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,negative
I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,negative
M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,negative
I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,negative
M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,negative
I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,negative
M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,negative
M,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,negative
I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,negative
M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,negative
I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,negative
M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,negative
M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,negative
M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,negative
F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,negative
M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,negative
M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,negative
F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,negative
F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,negative
M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,negative
F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,negative
I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,negative
M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,negative
F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,negative
F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,negative
M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,negative
M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,negative
M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,negative
M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,negative
M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,negative
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,negative
M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,negative
F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,negative
F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,negative
F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,negative
F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,negative
M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,negative
F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,negative
F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,negative
F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,negative
F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,negative
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,positive
F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,negative
M,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,negative
F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,negative
M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,negative
M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,negative
F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,negative
M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,negative
M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,negative
M,0.485,0.4,0.135,0.663,0.313,0.137,0.2,negative
M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,negative
F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,negative
M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,negative
M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,negative
I,0.465,0.375,0.12,0.471,0.222,0.119,0.14,negative
I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,negative
M,0.475,0.375,0.125,0.593,0.277,0.115,0.18,negative
F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,negative
I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,negative
I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,negative
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,negative
F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,negative
I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,negative
F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,negative
M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,negative
M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,negative
M,0.555,0.45,0.145,0.915,0.4,0.246,0.285,negative
M,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,negative
M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,negative
M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,negative
F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,negative
M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,negative
F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,negative
F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,negative
F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,negative
F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,negative
M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,negative
F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,negative
I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,negative
F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,negative
M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,negative
F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,negative
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,negative
M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,negative
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,negative
M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,negative
I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,negative
I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,negative
M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,negative
M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,negative
I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,negative
I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,negative
F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,positive
I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,negative
F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,negative
M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,negative
M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,negative
M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,negative
F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,negative
F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,negative
I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,negative
F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,negative
M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,negative
F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,negative
I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,negative
I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,negative
I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,negative
F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,negative
M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,negative
F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,negative
M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,negative
F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,negative
F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,negative
I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,negative
F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,negative
F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,negative
M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,negative
F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,negative
M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,negative
M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,negative
M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,negative
M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,negative
F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,positive
M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,negative
F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,negative
M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,negative
F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,negative
M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,negative
F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,negative
F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,negative
M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,negative
F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,negative
F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,negative
F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,negative
M,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,negative
F,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,negative
F,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,negative
F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,negative
M,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,negative
